TestEvent,ID,"10 Minute - Write atleast a paragraph about people that you live with now or that you lived with in the past. This could be your family or roommates. What do they look like?  Describe their interests, jobs, schedules, and personalities.  What do you or did you like about living with these people?  You have 10 minutes to write your response.",30_minute - Identify one improvement that would make your city a better place to live for people your age and explain why people your age would benefit from this change.  Use specific reasons and examples to support your opinion and describe the potential immediate and long-term consequences of this improvement.  You have 30 minutes to write your response.,Scored
F15 LATs,13935,"I moved to united stated 7 months ago. I have never living with other people or strange people for me. In Peru I lived with my parents, so my first impression was weird and I didn't feel confortable. But right now I get a good roommates, because she is organized and she is  good cook. My previous roommates were an americans girls. They were very messy and a little bit crazy. For me was a shock culture, I tried to understand them but Its a little bit hard. For example, they all the time use the kitchen and they never clean after used it. Furthermore, the bathroom was really dirty, I hate when they left the soap or hair in the shower. it was disgusted. More over, they had a lot meeting during the week. I tried to go bed early but they all the time make a loud noise. Never respet taht other people needed work or study. That's why I decided to other room and she is latin","Four years ago, the government implements new way to move around the cities and avoid the arrive late to school or work and also avoid the traffic because soemtimes it could be crazy to stay in the same place and don't move for many hours. I think that was an amazing change in my cities for many reasons. First of all, before you could take just 30 minutes to arrive to your work or school but 4 years ago you have to get out of your house 1 hours before to arrive early. but this change not helpful to other people that have to short travel because theprice is the same if you want to use this transpotation.
                   Another reason, you can be protect because this transportation have an especial station and there are many camera and polices walk around the station so you can't suffer any rob or kidnapping. I think that this project is really good to feel more confident to take a bus. Addition information is that goverment try to implements more buses to enought to all people in Peru, because sometimes in point time there are many congestion and crowded, everybody try to take the bus but could be dangerous to take it. On the other hand, I think that the goverment should improvements and implements more buses because many people give a lot of money for this project so we need to improve just imporve.
                    More over, this project could be a good way to teach all the population to be more organized and teach from early to use the transportation and pay for this price because sometimes they think that it could be expensive. but this is up to them to improve the cities and make more updoled/ modern because this project use every countries and when we have to receive or introduce  to the foreigners they could be impress about our advance in our cities.
                     In my opinion that one cities or country could see better if we propose many changes and we improve our neighbors. Our country will look beautiful and modern. All this change or project help to our young people want to stay and endevors to strive their obej",4.14
S17 Placement,36325,"My famiy 
My name is Suvd. I living with my father, mother, two sisters and one youngerbrother .We are from Mongolia. We living a Ulaanbaatar when i was Mongolia.  My father looks like so tall.  He got dark eyes, and dark short hair. He is so patient. My mum got a brown eyes and she is so skinny.  She is the best cooker. I have two sisters. They are looks very similar. They also like to paly tennis, volleyball, and basketball.They are best sisters. My younger brother looks like  tall and so skinny. He can play guitar, volleyball,  basketball, and tennis. When he was highsvhool he  going to go Takondo.","I born in Mongolia. Mongolian Capital city is Ulaanbaatar(UB). I want to become a better palce to UB. Because I have 4  reason to Why.
First reason is there are no clean air in UB winter time. Most people say like me i guess. But summer time air become better than winter time. Some people they just taking but they never do anything. 
Second reason is There is no School bus to go highschool students. I just want to become highschool bus each school.  If we highschool childrens have a school bus It makes students save to money and save time.
Third reason: Traffic is everywhere. We need to  high road (high way). I think high way is really need us.  
Finally:  It is a most impartant to me. Some people  they just go from Mongolia. They don't want to go their country. Because they just want more salary more job and more more.",4.15
S17 Placement,78934,"Now I'm living with a friend's parents in Morgan here in Utah. They are lovely people, always helping me to improve my English and pricticing a lot with them. They look like my parents. I treat them like my parents. I call them Dad and Mom. They are always willing to help me giving everyhting that they have. I met them because of their son Jake Peterson, who's serving right now at my ward. I was his Ward Mission Leader when I was in Chile so when he knew that I was about to go to the USA to Provo he said that I could arrive at his home and stayed with his partents before moving to my apartment.
His parents, Ja Nae and Richard are membres of The Church oh Jesus Christ of Latter-Day Saints. They go to their church in Morgan every Sunday morning. They have three children, and Jake is the youngest. They also have one grandson called Bode, son of the oldest of their children. The wife, Ja Nae is nurse and the husband works at home sending e-mails and aswering callings everyday. They don't work on Saturdays and Sundays.","My city in Chile calls Punta Arenas. One of the improvement that I think it will make my city a better place for people of my age is more places for entertainment. Those places that we have right now are a few comparable to other cities in Chile. Most of the people of my city don't know what to do on their dead time and prefer to stay at home which is very bad for them because it increases the sedentarism in our city. Also the weather is very hard to handle with, someday it rains and after the sun shines and then rains again. 
This places will increase the recreation and activity for this young people and will help them to have an active life. The violance in our city it's because of this people who don't know what to do with their lives and do not do anything after school or University. For example an 16 years old person arrives to his house after all the things that he had to do and learn in school and what do you think that they will prefer, play videogames at home or hang out with his friends even with the knowledge that there are not many things to do outside? He will prefer to stay at home and play videogames. That's the reality of my city right now for most of them.
It's sad to see this people growing up with no social life, without sharing their thoughts and concerns with others. That's the reason why I want to have these more places in town so they can grow up serving others and doing a lot of things that they like and what they are interested to do.",4.15
F15 LATs,07467,"Here in the States I live with my grandma, my aunt and their kids. My grandma is 65 years old;she does not work. She has black hair, white skin and she also uses glasses. The name of my aunt is Monica. She teaches at a elementary school. She is 40 years old. She has long-brown-hair, white skin, and brown eyes.  Also my aunt has 2 childs; the first one is call dennis, and he is 18 years old. He has dark hair, brown eyes, and a darker skin than everyone else in the family. He likes to play video games, and listen music all the time.Her sister is called Aranza, she is 9 years old. she has black hair and a really really white skyn. Aranza also love dogs and birds.  I like to live with them because they help me always. Another reason i that they are really funny and they are very kind with me even though we didnt see us from 4 years t leats. I have a really good family, and I love them too much.","When I was a child I always was wondering why only adult people could buy things. One of the thigs that I used to though was: Why onle the big people could slice those plastic things. My dad also told me that: 'Those plastic things are credit cards, and you have to be really careful with them'. He had like 5 credit cards. Almost a big part of the people has at least one credit card. They use it when they dont have available money. A credit card is a really big responsability. Only responsable people should have a credit card. I thing that the young people in every countrie shouldn't be allow to have a credit card. 
One reason why only the big responsable people can have one is becuse they will know when they had to use it. Most of the people want  a credit card but they don't know all the responsabilities that it have. When you have a credit card you can use it all the times that you want, but every card has a limit. When you are on the limit of it you can't us it more. Also, you have to pay for the money that you use. If you didn't pay the money that you have been using; you are going to have interest.  Nobody likes interest because it always makes that you have to pay more that the money that you used before. People with a credit card only should use it when they realy need it, and use it in a responsable  way.
Another reason is when you have a credit card you always want to use it. That is a big deal. Is a new thing for young people so they are really excited for that. The bad thing is that if you use it always later you are not going to have enough money to pay for it. You should use only the card when you need it. That is the main thing of a credit card. Even though is a new thing for the person that requires it, you don't have to use it always. Use the credit card only to buy something important, and only if you don't have more money for it. If you recently adquire one of those crazy cards tu have to be really careful with it. 
In conclussion, have a credit card is a real responsabilty. You have to be always carefull with that. If you doesn't measure the use of the card it can bring you some problems in the future. Young people, most of the times don't think in the future consecuences that something can bring. In addition, some of the best ways to use a credit card are only use it when you really need it. For example: at school to pay a tuiton, or to buy some food. Or things that you really need it and are basic things for your life. If you have a credit card or you are gong to adquire one you have to be really careful with it.",4.16
F15 LATs,89007,"I live with my brother and his wife in Pleasant Grove. They are so kind and they decided to help me when I arrived to United States. My brother is shorter than me and he is so funny. My sister in law is american, and she is so humble. Both of them are studing right now and working. My brother study at UVU and work in the bank, and my sister in law study phothography and she is working in an organization that help children with disabilities. We finish our works and studies at six. After that we have time to talk and have fun. . We like watching movies and going outside every weekends. Also we like visitinf our family on Sunday. Also they help me practicing English we me and with my homeworks. For these reasons, I enjoy my time living with my brother and his wife.","Living in other countries could give a different view and it helps to identify some aspects that could help your own hometown to improve. If a city have  good tools it will give many good opportunities to future generations. Future generations will be benefit with good quality of life and education. One improvement that would make my city a better place to live for people my age is security because it could have a possitive effect in student's and young people's life and work's opportunities. 
Improving the security of my city will affect positivily the life of student. The first reason is because of the transportation system. Many student have to travel from their home to college for at least half an hour, and many of them carry laptops and important materials for their class. They have to be worry about the security of the bus because most of them ocurre in there. For example for me was normal to see every day how robber stold the backpack of student when there were distracted. Other reason is the security in streets. As I, many student leaved college at nigth, and it is so dangerous. A lot of people of my age have been abducted at nigth after a party or college. For these reasons, improving the security of my city would help to the life of students and young people.
Another important aspect is works's opportunities. People in my city have to look for a job in the financial or center part of my city. It means time and risk because they have to leave early in the morning and back late at night. Sometimes it could be difficult for women to look for a job that not represent a risk. Young people want to feel secure going working, and lack of security limited us for looking for better options that represent a risk for our lifes, and we want the same for our future families. For these reasons, work's opportunities in my city is directly affected by security.
There are many improvement that will benefit people my age and security is the principal because it could have inmediate and long-term consequences in our life. Improving the security may help student young workers to be safe and and to not be limited for job's adquisition. Also in the future it would have a possitive effect in the economy of my city and more people will have more opportunities to work and study. Security is an important aspect that would develop the economy and education not only in my city, it is in all the world.",4.16
F15 LATs,03098,"One of the person who is very close to me is my classmate. At first we feel like just classmate and no more. Due to our culture are so different, it was hard to have interesting conversation in the begging. After we met at the gym, he started to invite me to go working out with him. That is how everything started.
Our relationship became closer and closer as a result of the time we spend at the gym. I knew him better after everytime we talked to each other. For me, he is a person who is easy to understand. Time went by, there is hardly a secret between us. I am glad that we have tried to talk and understand to each other. If we did not make the effort, our relationship would just like other classmates.","Train is one of the common public transportation in the world. In my knowledge, every country has trains. Whether peopel use it for the products or humans, there is no transportation can replace it at all currectly. There might be some news show up, but trains are still the transportation that very close to people. Therefore, it can be remained but need to be improved.
For some people, train can not be replaced by other kinds of transportations. Especially in the countryside, the public transportations are not as various as in the urban. People who live in the country side might notice that there are many and enough train station in their neighborhood but they do not work well. Government built them but do not make them worthy. For example, seldom trains stop at the station that is close to communities. Owing to take care of all the people, including the ones from the countryside, this should be improved.
A good working transportation needs to be effient. Unfortunately, people can hardly see it in my city. The timetable works inefficiently so it leads to a rediculous condition that when there is a train, there are just few people tends to take it. Since then, the time table should depends on the schedule of majority, like the time people go to work and school. The trains should be increased when there are many people need them and reduced when there is just a few people need them. It will be more efficient and match most of the people's needs.
Hopefully, the trains system can be fixed and improved better in my city. Though I am not living in my city, these suggestions have been coming up on my mind since I learned how to use the transportation. I am the part of the people in my city in my country. I believe other poeple think the same with me and people's life will become better when this transportation is improved.",4.16
F15 LATs,47065,"Currently I am married, so I live with my husband. My husband is very tall and a rugby player. He loves video games and also likes to do physical activities. He works at vivint company. He is a technican designer. He works mondays to fridays from 2 pm until 10 pm. His personality is unique. I admire him because he is humble and kind. He is always looking for service and when he serves others, he is the happiest man in the world. I like living with him because he always makes laugh. Sometimes with my friends he is serious, but when we are together we cannot stop laughing. He does not like to wash the dishes but he helps with the home dutties. He preffers to vaccum instead of washing the dishes. He is a gentlemment and I admire his desires to do the right things.","Currently in my country, the importance of family has been declined by society. The young people are growing without the knowledge of the importance of the family. When people understand the importance of it, their homes are a better place to be. People that know the importance of it have a different way to live. The principles that they live make them a better people. People of the age between 15 and 20 should learn how important the family is and how to make of it a better place.
   
      Why should people learn the importance of family? What effect would it give to the nation? Well, first of all, a person without education is not helpfull for the community. Education is received at home, but what happen with a house that does not think that family is important? The family is a large part of a human's life, and without it we are nothing. People should know the family is important because there is where we learn who we are. When a person knows how important his family is, starts to appreciate the thing that around him and that is what community needs now!.  
    
    Besides the importance of the family, the nation needs to learn that even though some families are not a good place to rise children, it can be modified. It can be impproved. Sometimes, it is hard to understand why some children have problems, and people start to worry about the future of the nation with that kind of children. The preocupation is normal, but we need to know that we can fix those problems now. Some  families have hard to handle and that provocates a bad future for their children. If the society starts to foccus in how to have better families to rise children, the future of them will be brilliant. Everything can be handle if we care about the importance of the family.
  
    To conclude,  If we want to change the horrible future that we are looking coming now, we need to change a lot of thing, but the fundamental one is the wrong concept of the family. If the society starts to recognize the importance of family, the community would be a better place to live in. This idea is not only for one specific nation or city, is for the rest of the world because this is really happening. A family without pricinples is not a good place to rise a child, but also a child without the knowledge of the importance of the family is harmful for the community. The family eas, is and will be the foundation of the humankind and with it we can be better.",4.16
W16 Placement,54611,"Everyone has person who like to live with them. For me, i mostly like to live with my younger sister with two reasons. First of all, she always helps me to find and figure something. Second, she like to be with me due to we're very close brother and sister.
          Her name is Yalguun and she is highschool student in mongolia. She like to dance and watch movies.  One year before, i graduated my highschool, she transferred into my highschool. Then, we spent time together at school. Sometimes we argue about lot of things, but i love my family and my sister. 
I always feel great,happy and calm when i'm with my family and my younger sister. For instance, when i frustrated and angry, my sister always help me to figure that faced problems and bad things.","Around the world, everyteen has lot of problems about their life and social. For my country, i would like to decrease the number of night clubs and bars. Because, teens, who live in my country, spend lot of times in night clubs. They waste their precise time that need to spend on study and improve personalities in night clubs.
               In my opinion, decreasing number of places that have bad effects can help to prepare new strong generation for my country. While decrease night clubs, government should build more library and sport gym's for new generation. In my country, there are no good library which is perfect place to study and read. In order to improve country, parlamient should build new library and decrease number of bad places. For instance i have some friends that addicted pc games and alchohols. I think there are no good places that need to spend teens free time. There are too many places that have bad effects instead of library, sport center and pools.
               The second improvement that need my city and country is prepare good generation and give them scholarships to study in powerful countries. If i were a leader of my country, i would initiate huge scholarship program that can help student who doesn't have tuition. After students graduate universities, my country would develop faster than it was. For example: my highschool classmate who has very high potential doesn't have tuition fee to study in abroad. Then he's studying in mongolian university. This university is just normal university. I think he deserve better universities, unfortunately money decides almost everything. 
                In conclusion, decreasing number of bad places and building more useful places for students can really improve my country. Students are new generation who will develop countries and save world from some things. Such as crime, terrorist actions, hunger, pollutions, global warming. Assisting stundent by scholarship also really can improve new generation. In order to develop my country and world, we need to above improvements.",4.17
F15 LATs,11126,"The person with who I am living right now is literally superman. His name is Jaden. He has and atheltic structure of body, black hair, 6 ft long. He wakes up every morning at 5 and checking police radio station if something is going on near his territory where he lives. He is a private dective.  To keep his body in shape he goes to the gym on Mondays, Wednesdays, and Fridays. Jaden is a man of the word. This aspect I like about him the most. When he say something, he means it. He helps me with evything when I ask him. He is very reliable and trustful person. Sometimes, it is his weakness because we live in unperfect world, and  usually people that are trustful are  struggling with being betrayed by other people.","Currently, while I am student at ELC program, I live in Provo. This is a wonderful city. Provo is surrounded by mountains on North, South, and East sides.
Despites on its beautifulness ts needs to have an improvment, but not about  beatifulness or size of the city, but about public transportation.
For people  that are my  age, speccially for people that are inernational students and do not have their cars, this city causes a lot of not comfartble situations.
First situation is going to the university. Some students live far away from their building where they study. The classes start at 8.15 in the morning and there is only one bus that can take you from point A to point B. The schedule of this bus is not useful. To go to the class at 8.15 students need to be on the bus stop at 7. It just takes  20 minutes to get to the building, but students do not have another alternative to get the study building, so they need to spend a big ammount of time waiting for the beginning of class. Otherwords, Provo needs to have more public busses that help students.
Second situation is going to the grocery store.  I live 40 minutes by walking to the grocery store. Everytime,  I need to ask my rommates about giving me a ride to the grocery. I depend on them. It is not comfartable for me because I need to wait for them when they are able to give me a ride, and it is not comfartable for them because it can bother them. All these uncomfortable situations cause moral and physical feelings to me, to rommates. Provo needs to have a big public transplatations.
Therefore, despites on beautifulnees of Provo city needs to have an improvment in public transportation. For students that are my age public transportation costs time, uncomfortable situations  with roommates. Provo need to think about these situations that are not comfartbale for the students and make some changes about public transportation.",4.17
F15 LATs,75292,"Before coming to the U.S.A., I lived with my family. There are five members in my family include myself. I have parents. older sister and a younger brother. My mother look like an angel because she is always happy and smiling even though she is pretty scary when she gets mad. My father is hard-working and an example of mine who never says bad things about others. My older sister is funny and easy to get along with. My brothere is the smartest and kindest one. I loved living with them because they are my family. I was with my whole life except when I went to go on a mission, service for the church of Jesus Christ of Latter-day Saints for 18 months. They are the ones who love me knowing my strangthes and also weaknesses. There is nothing that can be compared to my family. That was way I loved living with them.","Having young people in an area is sagnificantly important in cities. Each city should concern how they attract young people who are twenies. On of the ways to make young comfortablet to live in the area is that to have a good University. Some people might say that it is not worth to build and make a University because it costs a lot of money. However, it is ture that having a University make your city a better plave to live for young people because it gives them the opportunities to meet with lots of people and educations.
First, young people benifit from having a University because there will be the place they can meet many people. Social community is getting smaller and smaller that it is so important to peovide young people to meet people. The percents of crimes young people is rising because of the lack of community they have. However, by proving a University in the area, they associate with many people and find the joy and purpose in their lives. For example, Masao was hopeless when he was young because there was nouniversities in his city, and he had seen many young people who went jell. When the city made a University, he was 17 years old and decieded to go to a University. He is happy being a University studetn and having many friends right now. Having a University gives young people friends and hope.
Second,  having a University in the city gives young people educations and bright futures. Educations give people hope and purpose because they can come to know what they are passionate about and how they can serve others. It has many advantages in long-term consequences. For example, after entering the University, Masao found he was interested in human natures. Before knowing that he was nervous about his future because he had nothing he wanted to do. However, he is not afraid of his future anymore because he knows his purpose and what he wants to do. Giving young people the oppotunity to be educated is very important.
In conculusion, it is very important to have a University in the city because it gives young people friends and educations. If the city make a University in the city, it will be a better place to live for people who are young. It is recommended to make a University in the city.",4.17
W17 LATs,23301,"After I came here, I have been living in Raintree apartment with five roommates for eight monthes. Two of them are from America, Two of them are from India, another girl is from Canada. My favorite roommate is a girl who is from America, her name is Heidi. She always be kind to me and help me a lot when I have some problems. She is a student in BYU, her major is Japanese. She served her mission in Kobe, Japan, that is the reason why she choose her major in Japanese. I love to live with her, when I have arguement with other roommates she always stand on my side. For example, the two girl who is from India, they always use my towel, I had talk to them, but they never admit it. I talked to Heidi, then she helped me to talk with them. She will move out next sememster because she is going to get married with a wonderful man. I hope I can keep in touch with her, she is the best roommate I ever had.","Nowadays, most of people want to move to a morden city. They thought big city is a better place to live because there has more job oppotunity, better enviroment, and convinment transporsition. For parents, they want their children to have better education training so they work hard and save money, all they want is to guve their children a better life. When children grown up, they become a adult, they start to plan about their future, most of adult who age is around twenty all want to develop their future in a big city. Why people want to move to a big city instead stay in their home city? Due to these reasons - job oppotinuty and enviroment, cause people do not want to stay in their home city.
         First of all, job oppotinuty is the most important thing. For a adult who just graduated from a university, he needs to plan about his future. It all start from find a good job. Finding a good job is not as easy as we thought. Even though you have a great experience, high education degree and academic skill, if your city do not have many good job oppotunity, you still cannot get a good job. For a rural city, they should work on their economy development. More job oppotunity, then less young adult leave the city.
        Second, better enviroment to live. For a young adult, they all want their life is colorful. If a city does not have a good enviroment, they will want to move out. For the government of a city, they should make the city become better to live. Some of govenment spent most of money on something that is unnesessery and useless. For example, the pubulic art, painting on the street and beautiful but useless building. If they can spend money on other useful thing, it will make the city become a better place to live.
          In concusion, the qulity of a city is very important for young adult. It will influence their future and their life. For my home city, I think the job oppotinuty and a good environment is the two of main reason cause the decision of young adult.",4.18
W17 LATs,52289,"I move to provo 3 months ago and I love it. People are very nice and friendly. I live in Glenwood with five American girls, they are from different places from United States. Tori is from American Fork, she is 22 years old, she is so funny and kind, she is studying at BYU and she is getting married at the end of this month. She is really busy during the week so I harly ever see her.
Emily is from New York, she is tall and chubby, she has beautiful brown eyes and long brown hair. She also studies at BYU, she is so friendly and outgoing. She usually works in the evening. Emily gets along prettyb well with Alissa. Alissa is another roommate, she loves cooking and her food is so delicious, she is pretty good at cleaning the apartment, she loves watching movies and sleeping. She has a boyfriend and she likes spending time with him at the apartment. She does not like sports at all.
Kylie is the quiest person in the apartment, she is always doing homework and I think she does not have many friends. She is studying at UVU. And finally, Kaori, she is from Salt Lake, she is studying art at UVU, she is my favorite roommate, we both like sports, watching movies and hang out with friends.","I am from Oaxaca, Mexico. Oaxaca is a very small town located at the southest part of the Mexican Republic. It is a hot and humid place, people are really nice and friendly. There are many things that I love about Oaxaca, for example: The food is so delicious and cheap, the tradicional music and dances are wonderful and interesting, the arqueological sites are so impressived and tell you about the ancient people who lived in the mountains, there are beautiful beaches and places to visit. Even though Oaxaca is a beautiful place to live or visit I think it needs some improvements. 
The education in Oaxaca is very poor, it is very sad but it is a reality, every year education in my town is worst and worst. Goverment and teachers argue constantly, the reason is because the goverment wants to private education. In other words, all students need to pay to get education. There are really poor people who can not afford it, teachers are really concern about it because the only things that can help students to overcome poverty in the future is to get education. That is why many of the teachers protest againts the goverment, teachers and some parents block the freeways or close the school.
There was a terrible riot last year in my hometown, the teachers, parents of the students and comunity blocked all the freeways of the state, closed all schools and stores, it was a riot. The government sent police men, helicopters to fight againts the people, it was awful. In addition to that schools are not well-equipment and some teachers are so lazy to work.
I consider that education is crucial, having the best education can help people to think, act, improve and make changes in the society, community and family. Education can make a difference, specially if you are a college student. I think one improvement for my town is to have a better educational system. College students would be more prepared to serve their communities because the programm would be adapted to their community's need. Students would be able to contribute to the people and help the town to grow. Another benefit students become creative and independent, instead of studying abroad or outside the town, they can stay in their hometown and help the place to be more productive. 
Goverment should provide scholarships for students, having education prepare students for the future, they can have a better job and provide for their future family. I consider that one of the biggest change would be in the teachers as well, teachers need to be consagrate to their job, well-prepared teachers can motivated and encouraged students to achive their potential and they also can have a desire to help others. In others words, I believe that doing these things my hometown can improve and we will see the progress in 10 years, I know it can be possible if we are willing to collaborate and make an effort.",4.18
W17 LATs,40423,"I am married and I live with my husband that is from Brazil. His name is Edson Domingues, he is an organize person, and he is a fitness man. He likes to do exercises every single day, and he like to watch movies, read the scriptures. However, every week he goes to DI, he loves that place, the people and ambiance. Edson likes to walk with our dog Craig. During the Sunday, Edson goes to Church with me and in the afternoon he likes to visit some members of the Church with him partner. Finally, we have a good life and we can live very happy, my husband makes me happy, sometimes I find surprises at home because he makes everything to be great.","I live in Provo and here we have a large green area with parks, greengroceries, bank, stores, pharmacy, but some things to make exercises free in the nature we could have for the people like for example, popular machines that do not need energy to make exercises, more plug to turn on radios and illumination. Some people are very fat and need to make exercises to get health with fun and a safe place with light in case to make exercises at night. As a result, everybody can have a new health life near home.
         In other country that I can cite is Brazil, they have a program to population that has less money. They can find these machines in the park near their home and it is free. The people make exercises, find new people, and get health. The most common people that you can find are the old, because they are retire and have more time to enjoy and avoid to be sick. For this reason, this program is very useful and excellent.
         The people when are doing exercises, they like to hear music to help to improve their series of the exercises and can enjoy, having fun with each other. So, it is necessarie to have many plugs to get the radio, or charge the phone and surfing on the internet in the same time. In addition, some cases they like to use microphone to make something different like a dynamic exercises with personal trainer that help like a volunter.
          Although, the illumination is so necessarie that the people can use the machines during the night too, After all day workking some fitness people like to go to the popular gym at night and for that they need that an illuminate place with safety. However, it is more confortable and appropriate place too. They gain health with fun in the confortable place.
           Finally, when a  population is fitness with health, they have less sick person, and the government can save money to use in others kinds of needed. People can gain happyness and a good quality of life without to pay for that. Provo needs that kind of program to the population that has less money.",4.18
W17 LATs,82898,"Now I am living with my husband, his name is Edwin. He is my favorite and the best rommate that I can have. He loves to read and listen music, specially if that music is new or the artists are new. I love reading as well, so we can spend time weekly just sharing our readings or texts that we have read during the week or what we are reading. He is almost that my stature which is good for me since I was afraid to have a spouse shorther than me since I am a tall person. 
He is doing his PhD in microbiology and molecular biology, he is focus in cancer research. I find this very interesting and also very hard, I am very proud to be his wife and to share this adventure and experience with him. Besides, he just won a fellowship, so he is very excited like me, because he will be working during this summer in one of his passions: doing research, especially cancer research.
Both of us like to do similar activities, and sometimes different ones. However, I think it is important and interesting to share some activities, but at the same time to learn different actvities or thing from eah other. Edwin likes to cook more than me, but I like to try cooking as well, we like to do exercise, so we run three days per week. 
Living with Edwin is one of the best experiences that I have had. I loveour little family, and I love being with him every day.","Mexico is a beautiful plece to live, it has many places to visit, and its people is very friendly. However, for people that are around twenty or thirty years old is kind of difficult to get a job after their studies in university. This is one of the things that Mexico should improve, its job market.
It is always excited to see students getting their degrees, but it is very sad and disappointed fro them, and their families, see them struggling to get a job. Young people and graduated students are full of energy and potential, they are ready to share their knowledge, and all those skills that they got during their bachelors. However, the reality is another one when they starts lookin for a job, and they find out that it is not that easy. Some of them prefer getting an irrelevant job to waiting for a really good job. This happens because they also need to pay their services, such as rent, water and light services, their food, and so on, that is why they accept the first job offer. Others prefer to wait rather than to be in a job that could be boring or different. The process to be waiting sometimes it is frustating for them, so they prefer to leave the country, to join a family business or to start building their own business, even though it was not their original idea or plans.
There are many good companies or government institutions that hire graduated students by applying several dianostic tests. Although this is a good option for many young people, the real story is that many old people are still working, and do not want to leave their job at least they can give their job to one of their relatives. This is very sad, but it is true. Every year, many people apply for these jobs, but only a few of them are hired because there are not enough room or vacants. 
One of the consequences of this situation is that young people put their personal goals in second place. For intance, if a student just graduated, and he or she wants to start his or her family, they feel stressful because of their finantial situation. They also realize that it is not easy to get a job, so it will not be easy to buy a house, to get their own car, and they cannot even think about starting their family. 
One of the solutions that the Mexican government could try is to expand the job market, they might have the possibility to change this situation, they can stop those fake jobs that are only wasting time and money; the Mexican government has not only the power to controlled, and to create many jobs,  but the power to create well-paid jobs, and jobs with quality.
To sum up, Mexico has the odds to improve its economic situation by using its sources such as its money, its companies, its power, among others. It has the potential to increase job offers and the job market, so that young people could have a good and happy future.",4.18
F15 LATs,32463,"In my Colombia i lived with my family. My mothers is a wonderful woman. She  always thaugt me about how be a better person. She has a hair salon with 10 people who work for her. She likes the hair stuffs because she studied that in her childhood. i love my mother and i like the food she make even though she said that she is not a good cooking . My father is a awsome father. He work hard and i remember him always working. My little brother , who is not little because is taller than me, he like play soccer. I learn to play soccer with him. He is my best friend. He is a good brother. Also, he always protected me all the time. My family are important for me and they always will be important for me . This is my beautifull family who i lived with and i love them alot.","My city is a good city but there are a lot of things that will make it a better place to live in special in for a young people.  The parks and important for all kind of people who like to spend time with their family. Also, In a big cities is important to have a lot of places to go with your family but that things are nor a problem for my city. We have many parks and plces to go. The things that my city needs to improve is  more places to study with a good condictions, more kind of places to have a oportunity to know your  family in the pass, And more places to know the city in the pass. with that the people will be have a better pass, present, and future. 
      
     The study is a good tool to be a better person in the future and have a better future. That is to say that my city need more kind of things like that. In my opinion the libraries are a good opction for the education of the Colombian young people because is is important that the young people give more knowless and more opcions  to have a better future. In addition, better educacional stuffs is a wonderful stool for the people in my city in special the yunger people.For that reason they need all of that. 
      The family are importat for all the people in the world. My city needs more places to know your backgrown in other words, your pass family as your grant- father's parents and all the tings in  the back about them. It is important because you can use your time to know about their lifes. Is a good places to be the family close each other. It may help the people know more obout them selves with the knowless about their families. There are many people who made their backgrown and found a lot of information about their families which hep them to have a better live today.  I think for that reason is important to have a place that help us to know our pass family. 
      All kind of things which happened in the pass are important for me, for that reason i think taht is a good idea to have a place which teach us more the things that happened in our city. Even though there are places which teach us about that, they are not enogh. We need more information about that and taht will be better for our future  because the people how know more about their own city will be probabily a better knowless in his life.
     Those kind of things are importante for any places. it is not need only in my city. I think it is important to have in other countries and cities. Have a better education or more places to study  as libraries makes our futute easier and better. The peoples who know their own backgrown especialy with the family  have more probability to have a better future.To have a good places wich teach us more about the city and what happened there are important and necesary. For that reason i think is important for our pass , future and present to have that kind of things.",4.18
